"TipoOperador","Operador","Departamento","Localidad","Direccion","Telefono","Web","EMail",Longitud,Latitud
"Inmobiliaria","ESTUDIO MG S.R.L.","MONTEVIDEO","MONTEVIDEO","CAPITAN VIDELA 2784","27081672","www.sevrini.com.uy","martin@servini.com.uy",-10000.0,-10000.0
"Agencia de transportes","SUR Y ESTE VIAJES","MALDONADO","MALDONADO","JOSE DIAZ ENTRE ANFUSO Y JURADO","098670669","S/D","gestoriatravieso@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","CARRASCO VIAJES","MONTEVIDEO","MONTEVIDEO","CAMBARA 1615","26048330","www.carrascoviajes.com.uy","gonzalo@carrascoviajes.com.uy",-56.0581,-34.8889
"Agencia de viajes Nueva","CARRASCO VIAJES","MONTEVIDEO","MONTEVIDEO","AVENIDA LUIS ALBERTO DE HERRERA 1361","26232499","www.carrascoviajes.com.uy","gonzalo@carrascoviajes.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CARRASCO VIAJES","MONTEVIDEO","MONTEVIDEO","AVENIDA LUIS ALBERTO DE HERRERA 1361","26232499","www.carrascoviajes.com.uy","gonzalo@carrascoviajes.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CARRASCO VIAJES","MONTEVIDEO","MONTEVIDEO","AVENIDA LUIS ALBERTO DE HERRERA 1361","26232499","www.carrascoviajes.com.uy","gonzalo@carrascoviajes.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CARRASCO VIAJES","MONTEVIDEO","MONTEVIDEO","AVENIDA LUIS ALBERTO DE HERRERA 1361","26232499","www.carrascoviajes.com.uy","gonzalo@carrascoviajes.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CARRASCO VIAJES","MONTEVIDEO","MONTEVIDEO","AVENIDA LUIS ALBERTO DE HERRERA 1361","26232499","www.carrascoviajes.com.uy","gonzalo@carrascoviajes.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CARRASCO VIAJES","MONTEVIDEO","MONTEVIDEO","AVENIDA LUIS ALBERTO DE HERRERA 1361","26232499","www.carrascoviajes.com.uy","gonzalo@carrascoviajes.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CARRASCO VIAJES","MONTEVIDEO","MONTEVIDEO","AVENIDA LUIS ALBERTO DE HERRERA 1361","26232499","www.carrascoviajes.com.uy","gonzalo@carrascoviajes.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CARRASCO VIAJES","MONTEVIDEO","MONTEVIDEO","AVENIDA LUIS ALBERTO DE HERRERA 1361","26232499","www.carrascoviajes.com.uy","gonzalo@carrascoviajes.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CARRASCO VIAJES","MONTEVIDEO","MONTEVIDEO","AVENIDA LUIS ALBERTO DE HERRERA 1361","26232499","www.carrascoviajes.com.uy","gonzalo@carrascoviajes.com.uy",-10000.0,-10000.0
"Inmobiliaria","BENITEZ PROPIEDADES","MALDONADO","PUNTA DEL ESTE","GORLERO ESQUINA 21, EDIFICIO KENNEDY, LOCAL 005","42447683","www.benitez.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","MANANTIAL","CANELONES","CUCHILLA ALTA","AVENIDA PONS Y CALLE 2, KM 72","099372922","www.inmobiliariamanantial.com","S/D",-10000.0,-10000.0
"Agencia de transportes","FERNANDO OSVALDO GARCIA PARADA","MONTEVIDEO","MONTEVIDEO","COLON 1561","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","NA","MONTEVIDEO","MONTEVIDEO","RUTA 8, KILOMETRO 17.500, LOCAL 101- 102. EDIFICIO NEXUS, ZONAMERICA","25182786","www.travelgenio.com","finance@corp.travelgenio.com",-10000.0,-10000.0
"Agencia de viajes Nueva","VOLATE AVENTURA","MONTEVIDEO","MONTEVIDEO","GENERAL RIVERA 3303 APARTAMENTO 205","099478986","www.somosvolate.com","hola@somosvolate.com",-10000.0,-10000.0
"Agencia de transportes","PALMIVIAJES S.R.L.","COLONIA","NUEVA PALMIRA","AVENIDA BRAVO 1152","24000662","S/D","mobiltra@adinet.com.uy",-58.42,-33.88
"Agencia de viajes Nueva","ITC LTDA.","MONTEVIDEO","MONTEVIDEO","RIO NEGRO 1394 PISO 3","29021090","S/D","info@turkishairlines.com.uy",-10000.0,-10000.0
"Agencia de transportes","AVANZZA","CANELONES","LAS PIEDRAS","CANADA S/N","098243431","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","COMCA S.R.L.","SAN JOSE","SAN JOSE DE MAYO","TERMINAL DE SAN JOSE LOCAL 4","43346717","S/D","comca@adinet.com.uy",-10000.0,-10000.0
"Guía turístico","HECTOR GUSTAVO RODRIGUEZ MORENA","CANELONES","CIUDAD DE LA COSTA","FILADELFIA 124","26820906","www.aigu-uruguay.org","S/D",-56.2826,-34.5164
"Establecimiento rural","EL CHARABON","ROCHA","ROCHA","RUTA 10 S/N - CAMINO DEL ARBOLITO","099127345","www.elcharabon.com","gsbarbaro@gmail.com ; charabon@adinet.com.uy",-54.1741,-34.491
"Agencia de transportes","SABEMAR TURISMO","PAYSANDU","PAYSANDU","19 DE ABRIL 836","47224929","www.sabemar.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","SABEMAR TURISMO","PAYSANDU","PAYSANDU","COLONIA 1308","47224929","www.sabemar.com.uy","amsabelin@vera.com.uy",-10000.0,-10000.0
"Establecimiento rural","CENTRO DE RECREACION DE PASO SEVERINO","FLORIDA","PASO SEVERINO","RUTA 76 KM 9","43309033","www.pasoseverino.com","info@chassfose.org.uy",56.0,34.0
"Agencia de transportes","SABEMAR TURISMO","PAYSANDU","PAYSANDU","COLONIA 1308","47224929","www.sabemar.com.uy","amsabelin@vera.com.uy",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA PEREIRA","MALDONADO","LA BARRA","LOS REMANSOS Y RUTA 10","42770451","www.labarra.com","S/D",-10000.0,-10000.0
"Agencia de transportes","CECILIA MESA SANCHEZ","MONTEVIDEO","MONTEVIDEO","ARRIBEÑOS 3314","22150742","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA EL FARO","ROCHA","LA PALOMA","AVENIDA DEL NAVIO S/N CASI LEO","44797101","www.balneariolapaloma.com","S/D",-10000.0,-10000.0
"Inmobiliaria","JOSE LUIS BANCHERO NOAIN","COLONIA","CARMELO","ZORRILLA 314","45424450","www.joseluisbanchero.com","S/D",-58.286,-33.9985
"Inmobiliaria","MV STUDIO & REAL ESTATE","MALDONADO","PUNTA DEL ESTE","AVENIDA ITALIA, EDIFICIO SOL. LOCAL 002","42494555","www.mariannavillar.com","mariannavillar77@gmail.com",-10000.0,-10000.0
"Inmobiliaria","DIAZ & PEJOASESORES INMOBILIARIOS","MALDONADO","PUNTA DEL ESTE","LA SALINA ENTRE 2 DE FEBRERO Y VIRAZON, EDIFICIO AYRES DEL PUERTO, APARTAMENTO 009","099887867","S/D","S/D",-10000.0,-10000.0
"SALAS DE CONVENCION","MAMUSHKA","MONTEVIDEO","MONTEVIDEO","RAMBLA REPUBLICA DE CHILE 4571 APARTAMENTO 801","26195926","www.mamushka.com.uy","magdalenav@mamushka.com.uy ; vitof@mamuska.com.uy",-10000.0,-10000.0
"Inmobiliaria","MEIKLE BIENES RAICES","CANELONES","EL PINAR","CARLOS F. SAEZ 6408","26001747","www.meikle.com.uy","alejandra@meikle.com.uy",-10000.0,-10000.0
"Rentadora de autos","AUTO NIVEL RENT A CAR","MONTEVIDEO","MONTEVIDEO","PAYSANDU 933","29021319","www.autonivel.com.uy","info@autonivel.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL PARATY","CANELONES","SAN LUIS","JUAN CARUSO S/N SOLAR 18 MANZANA 64 ESQUINA DIAGONAL PERU","43783402","www.paraty.uy","emeele60@gmail.com - estudiofuentes@hotmail.com",-55.5976,-34.7675
"Agencia de transportes","BARRETO VIAJES","FLORIDA","FRAY MARCOS","JUAN FRANCISCO GIRO 885","099302034","S/D","dayanasilva.h@gmail.com",-55.7333,-34.1833
"Establecimiento rural","LOS TILOS","MONTEVIDEO","MONTEVIDEO","CAMINO DEL TROPERO 4750","23130670","www.lostilos.com.uy","info@lostilos.com.uy",-56.3724,-34.8146
"Agencia de transportes","MIGUEL ANGEL BAEZ POZZI","CANELONES","LAGOMAR","AVENIDA G S/N (INTERBALNEARIA KM 23)","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","ABEROTUR S.R.L.","MONTEVIDEO","MONTEVIDEO","MARTIN C. MARTINEZ 2022 APARTAMENTO 1","099564490","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","RINCO TURISMO","MONTEVIDEO","MONTEVIDEO","CAMINO CARRASCO 163","29021459","S/D","rincoturismo@gmail.com",-10000.0,-10000.0
"Agencia de transportes","MARTIN JAVIER TELLADO BELLO","FLORIDA","FLORIDA","MANUEL CALLEROS 609","S/D","S/D","noemi16bello@hotmail.com",-10000.0,-10000.0
"Establecimiento rural","LA GALEA","SAN JOSE","SAN JOSE","RUTA 1, KM 85","S/D","www.lagalea.net","lduranona@dasociados.com",-10000.0,-10000.0
"Agencia de transportes","EVELYN LORELEY ALVAREZ HERMIDA","MONTEVIDEO","MONTEVIDEO","AVENIDA DOCTOR CARLOS MARIA RAMIREZ 2261","24081388","S/D","watanca75@hotmail.com",-10000.0,-10000.0
"Inmobiliaria","PLAZA MAYOR PROPIEDADES E INVERSIONES","MONTEVIDEO","MONTEVIDEO","BLANCA DEL TABARE  2941 APARTAMENTO 001","098898920","www.plazamayor.com.uy","joseph@plazamayor.com.uy",-10000.0,-10000.0
"Inmobiliaria","PLAYAS DE PIRIAPOLIS NEG. INMOBILIARIOS","MALDONADO","PLAYA HERMOSA","CALLE 17 ESQUINA 3","44324885","www.playasdepiriapolis.com.uy","S/D",-55.300852,-34.835144
"Inmobiliaria","J.B. COSTA PROPIEDADES","MALDONADO","PUNTA DEL ESTE","RAMBLA LORENZO BATLLE PACHECO S/N, PARADA 28, EDIFICIO ARENAS BLANCAS, APARTAMENTO 102","S/D","www.jbcostapropiedades.com","jorbeco@gmail.com",-10000.0,-10000.0
"Guía turístico","BEATRIZ MARIEL LOPEZ LLEDIAS","MONTEVIDEO","MONTEVIDEO","ALBERTO ZUBIRIA 864 APARTAMENTO 1","092651156","S/D","leiram28@hotmail.com",-10000.0,-10000.0
"Inmobiliaria","PLAYAS DE PIRIAPOLIS","MALDONADO","PLAYA HERMOSA","CALLE 7 Y CALLE 16","44323105","www.playasdepiriapolis.com.uy","S/D",-55.0,-34.0
"Agencia de viajes Nueva","BN TOURS S.A.","MONTEVIDEO","MONTEVIDEO","RIO NEGRO 1356 BIS","29081501","www.bntours.com","info@bntours.com",-10000.0,-10000.0
"Agencia de viajes Nueva","BN TOURS S.A.","MONTEVIDEO","MONTEVIDEO","LUIS ALBERTO DE HERRERA 1248, LOCAL 22","26230970","www.bntours.com","info@bntours.com",-10000.0,-10000.0
"Agencia de viajes Nueva","BN TOURS S.A.","MONTEVIDEO","MONTEVIDEO","LUIS ALBERTO DE HERRERA 1248, LOCAL 22","26230970","www.bntours.com","info@bntours.com",-10000.0,-10000.0
"Agencia de viajes Nueva","BN TOURS S.A.","MONTEVIDEO","MONTEVIDEO","LUIS ALBERTO DE HERRERA 1248, LOCAL 22","26230970","www.bntours.com","info@bntours.com",-10000.0,-10000.0
"Alojamientos Turísticos","ALMA","ROCHA","LA PEDRERA","CALLE 13 S/N","44792381","www.almadelapedrera.com","marianajuliapiazza@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","BN TOURS S.A.","MONTEVIDEO","MONTEVIDEO","LUIS ALBERTO DE HERRERA 1248, LOCAL 22","26230970","www.bntours.com","info@bntours.com",-10000.0,-10000.0
"Agencia de viajes Nueva","BN TOURS S.A.","MONTEVIDEO","MONTEVIDEO","LUIS ALBERTO DE HERRERA 1248, LOCAL 22","26230970","www.bntours.com","info@bntours.com",-10000.0,-10000.0
"Agencia de viajes Nueva","BN TOURS S.A.","MONTEVIDEO","MONTEVIDEO","LUIS ALBERTO DE HERRERA 1248, LOCAL 22","26230970","www.bntours.com","info@bntours.com",-10000.0,-10000.0
"Agencia de transportes","DIEGO ASTIAZARAN PEREZ","MALDONADO","MALDONADO","CUCHILLA DEL CUAREIM 809 APARTAMENTO 9","S/D","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","LIBBER ALEX MIRANDA DE VERA","CANELONES","LOS CERRILLOS","JOSE PIÑEYRUA S/N","43362543","S/D","alejandra26285@gmail.com",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA VERONA PUNTA","MALDONADO","PUNTA DEL ESTE","MADAME CORIE - COMP. ROOSEVELT CENTER LOC 040","42449687","www.inmobiliariaverona.com","S/D",-10000.0,-10000.0
"Agencia de transportes","GEUMS S.R.L.","MONTEVIDEO","MONTEVIDEO","MAGARIÑOS CERVANTES 1972, APARTAMENTO 03","26831376","www.alltransportremises.com","ppereira@sybasociados.com.uy ; info@alltransportremises.com",-10000.0,-10000.0
"Agencia de viajes Nueva","INCENTIVE & LEISURE SERVICES SOUTH AMERICA","MONTEVIDEO","MONTEVIDEO","LUIS BONAVITA 1294 OFICINA 303","29160146","S/D","bgrosso@martinelliconsultores.com",-10000.0,-10000.0
"Establecimiento rural","POSADA ANASTASIO","MALDONADO","MALDONADO","RUTA 9, KM.166,500","44102093","www.posadaanastasio.com.ar","S/D",-50.3636,-50.3636
"Agencia de viajes Nueva","SCAGLIA VIAJES SERVICIOS TURISTICOS","MALDONADO","MALDONADO","SALT LAKE S/N, EDIFICIO TORRE ANTARES LOCAL 006","42492022","www.scagliaviajes.com.uy","ascaglia@scagliaviajes.com.uy",-10000.0,-10000.0
"SALAS DE CONVENCION","EVENTOS OPC","MONTEVIDEO","MONTEVIDEO","JOSE A. CABRERA 3550","24099160","www.eventosopc.com.uy","info@eventosopc.com.uy",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA LAGOMARSINO","CANELONES","LA FLORESTA","TREINTA Y TRES ESQUINA LARROBLA","43739276","www.lagomarsinonline.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","CANEPA & CANEPA NEGOCIOS INMOBILIARIOS Y CAMPOS","MONTEVIDEO","MONTEVIDEO","PEDRO BLANES VIALE 6228","27101267","www.canepa.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","EDEN DEL ESTE","MALDONADO","MALDONADO","AVENIDA DEL OCEANO S/N ESQUINA SUN VALLEY, PADRON 14658 MANZANA 34, OCEAN PARK","097307937","S/D","estudiobeledo@hotmail.com",-10000.0,-10000.0
"Inmobiliaria","CANEPA & CANEPA NEGOCIOS INMOBILIARIOS Y CAMPOS","MONTEVIDEO","MONTEVIDEO","CALLE 30 S/N ESQUINA CALLE 18, EDIFICIO LA CIGALE LOCAL 004","42498497","www.canepa.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","CARPAG TUR S.R.L.","MONTEVIDEO","MONTEVIDEO","ZELMAR MICHELINI 1106, APARTAMENTO 08","096636796","https://carpagtur.wixsite.com/carpagtur","carpagtur@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","RUTAJOVEN | PLAZA TURISMO","MONTEVIDEO","MONTEVIDEO","PLAZA CAGANCHA 1168 GALERIA EL PAIS LOCAL 1","29090081","www.rutajoven.com.uy","info@rutajoven.com.uy",-10000.0,-10000.0
"Guía turístico","S/D","CANELONES","ATLANTIDA","S/D","S/D","S/D","S/D",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL RIVADAVIA","MALDONADO","PIRIAPOLIS","RAMBLA DE LOS ARGENTINOS 1208","44322532","www.hotelrivadavia.com","S/D",-55.2769,-34.8663
"Alojamientos Turísticos","ORPHEO EXPRESS HOTEL","MONTEVIDEO","MONTEVIDEO","ANDES 1449","29050000","www.orpheohotel.com","administracion@orpheohotel.com",-10000.0,-10000.0
"Agencia de transportes","BLANCO TOUR S.R.L.","MONTEVIDEO","MONTEVIDEO","EMANCIPACION 4437","099699066","S/D","ppereira@sybasociados.com.uy ; jblanco1@gmail.com",-56.2283,-34.8469
"Agencia de transportes","LAUFRAN S.R.L","MONTEVIDEO","MONTEVIDEO","PASCUAL COSTA 3265 APARTAMENTO 410 BLOCK 3 TORRE 4","099103901","S/D","juliopardo71@gmail.com",-10000.0,-10000.0
"SALAS DE CONVENCION","EASY PLANNERS","MONTEVIDEO","MONTEVIDEO","CHANA 2159","24012005","www.easyplanners.com","info@easyplanners.com",-10000.0,-10000.0
"Guía turístico","LOURDES CONCEPCION DOMINICCI SILVA","ROCHA","LA PALOMA","ACUARIO ESQUINA ANTARES","44799546","S/D","lcdominicci@gmail.com",-10000.0,-10000.0
"Agencia de transportes","COIT LTDA.","MONTEVIDEO","MONTEVIDEO","RIO BRANCO 1389","29086469","www.coitviajes.com","S/D",-56.1954,-34.9057
"Alojamientos Turísticos","POSADA AYANA","MALDONADO","JOSE IGNACIO","PASO DEL MARINERO S/N","099546644","www.posadaayana.com","admin@posada-ayana.com",-10000.0,-10000.0
"Alojamientos Turísticos","CHEZ SILVIA SUITE BISTRO & CABAÑA","ROCHA","OCEANIA DEL POLONIO","RUTA 10 KILOMETRO 256, AVERBUJ 121","44705692","chez-silvia-suite-bistro-caban.webnode.com.uy","silviaesquivel2@gmail.com ; chezsilviasuite@gmail.com",-10000.0,-10000.0
"Inmobiliaria","SERGIO BOBADILLA","MALDONADO","JOSE IGNACIO","SAIZ MARTINEZ S/N ESQUINA LOS BATITUES, PDRON 932","44862430","S/D","sergiofarojoseignacio@gmail.com",-54.6375,-34.8436
"Rentadora de autos","SUARTIL S.A.","MONTEVIDEO","MONTEVIDEO","GENERAL PAGOLA 2333","23575757","S/D","virginiarocca@silca.com.uy ; susanaduran@silca.com.uy",-10000.0,-10000.0
"Inmobiliaria","ADRIANA MARTINO PROPIEDADES","MALDONADO","PUNTA DEL ESTE","CARLOS VAZ FERREIRA S/N ESQUINA LENGUAS DE DIAMANTE, EDIFICIO TAMARO, APARTAMENTO 502","S/D","www.adrianamartino.com","adrianamartino@gmail.com",-10000.0,-10000.0
"Agencia de transportes","JOSE CARLOS RODRIGUEZ VILLALBA Y MARIA VERONICA ASCARATE LEGUIZAMO","LAVALLEJA","JOSE PEDRO VARELA","ROCHA S/N","S/D","S/D","pascarate@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","FACUGAS S.R.L.","MONTEVIDEO","MONTEVIDEO","AVENIDA 8 DE OCTUBRE 4461/602","099229339","S/D","majime305@hotmail.com ; ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","PALLADIUM BUSINESS HOTEL","MONTEVIDEO","MONTEVIDEO","TOMAS DE TEZANOS 1146","26288484","www.palladiumhotel.com.uy","adriana.cuneo@palladiumhotel.com.uy",-56.1323,-34.9016
"Guía turístico","ALICIA DIAMANTINA MORALES HERNANDEZ","CANELONES","PARQUE MIRAMAR","RAFAEL BARRETT 7842","099923997","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","CONSOLID TRAVEL / ANDREA VACCHELLI","COLONIA","COLONIA DEL SACRAMENTO","AVENIDA ARTIGAS 372 BIS","45228431","www.andreavacchelli.com.uy","andrea@andreavacchelli.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL HORACIO QUIROGA","SALTO","SALTO","EX RUTA 3 KILOMETRO 505, PARAJE SALTO GRANDE","47334411","www.hotelhoracioquiroga.com","S/D",-57.9216,-31.2738
"Agencia de transportes","GOMATUR","TREINTA Y TRES","TREINTA Y TRES","ATANASIO SIERRA S/N ESQUINA RUTA 8","44520054","S/D","gomatur@adinet.com.uy",-54.3822,-33.2308
"Alojamientos Turísticos","HOTEL HORACIO QUIROGA","SALTO","SALTO","PASAJE CRISTOBAL ECHEVARRIARZA 3535","26260316","www.hotelhoracioquiroga.com","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","CECILIA REGULES VIAJES","MONTEVIDEO","MONTEVIDEO","BACACAY  1334 LOCAL 25","29163011","www.ceciliaregulesviajes.com","cecilia@ceciliaregulesviajes.com",-56.2007,-34.9067
"Inmobiliaria","INDIGO PROPIEDADES","MALDONADO","PUNTA DEL ESTE","LOS ARRECIFES Y RESALSERO SIN NUMERO, EDIFICIO CLUB DEL MAR AP 102 MANZANA CATASTRAL 28","42447653","www.indigopropiedades.com","vero@indigopropiedades.com",-10000.0,-10000.0
"Inmobiliaria","SEA HOUSE REAL ESTATE","MALDONADO","SAN CARLOS","MELCHOR MAURENTE 514","42663673","www.seahouse.com","horaciolavagna@gmail.com",-54.91807,-34.79694
"Agencia de transportes","MATIOLI TRANSPORTES S.R.L.","CANELONES","LA PAZ","GUTIERREZ 259","094889980","S/D","santiagomorga@hotmail.com",-10000.0,-10000.0
"Guía turístico","MARLENE CAROLINA AFONSO FRUGONI","MONTEVIDEO","MONTEVIDEO","MANUEL MELENDEZ 4455","22168691","S/D","mcafturismo@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","IVAN EDUARDO IVANOFF MACHADO","ROCHA","CHUY","VIA PUBLICA S/N","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","TOT S.R.L.","MONTEVIDEO","MONTEVIDEO","EDUARDO PAZ AGUIRRE 2241","23124280","S/D","tot.srl@hotmail.es",-10000.0,-10000.0
"Agencia de transportes","FYF","MONTEVIDEO","MONTEVIDEO","ZUM FELDE 1640","099616057","S/D","fyftransfer@hotmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL BAHAMAS","CANELONES","CIUDAD DE LA COSTA","AVENIDA AL PARQUE ROOSEVELT 900","26012089","www.hotelbahamas.com.uy","reservas@hotelbahamas.com.uy",-56.0225,-34.871944
"Agencia de transportes","LOGITRANSPORTES S.R.L.","MONTEVIDEO","MONTEVIDEO","LIBRES 1769","099831213","S/D","info.logitransportes@gmail.com",-10000.0,-10000.0
"Agencia de transportes","GANGO BUS LTDA.","MONTEVIDEO","MONTEVIDEO","RIMAC 1689","094196487","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Inmobiliaria","PERFILES NEGOCIOS INMOBILIARIOS","MONTEVIDEO","MONTEVIDEO","GUADALUPE 1932 APARTAMENTO 1","099606218","www.inmobiliariaperfiles.com","S/D",-10000.0,-10000.0
"Establecimiento rural","LAGUNA DE CASTILLOS SOCIEDAD GANADERA","ROCHA","ROCHA","RUTA 9 KILOMETRO 261,500, CAMINO VECINAL S/N , GUARDIA DEL MONTE","44759064","www.guardiadelmonte.com","S/D",-10000.0,-10000.0
"Agencia de transportes","WEEKEND S.R.L.","MONTEVIDEO","MONTEVIDEO","JUAN MORELLI 4040","099611397","S/D","estudiosv@estudioservig.com",-10000.0,-10000.0
"Agencia de transportes","CRISTINA CONSTANCE GONZALEZ FERNANDEZ","MONTEVIDEO","MONTEVIDEO","DAMASO ANTONIO LARRAÑAGA 4101","22115415","S/D","crisconstance@gmail.com",-10000.0,-10000.0
"Agencia de transportes","VIA MIA","MONTEVIDEO","MONTEVIDEO","MARIA ESPINOLA 1593","099412021","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","SUIZA TURISMO","COLONIA","NUEVA HELVECIA","LUIS ALBERTO DE HERRERA 1225","S/D","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","FASTTOUR LTDA.","FLORIDA","FLORIDA","ANTONIO MARIA FERNANDEZ 616","43520285","www.fasttour.com.uy","fasttour@adinet.com.uy",-10000.0,-10000.0
"Agencia de transportes","FASTTOUR LTDA.","FLORIDA","FLORIDA","AVENIDA ARTIGAS S/N ENTRE REPUBLICA ARGENTINA Y ROGER BALLET","43725471","S/D","fasttour@adinet.com.uy",-10000.0,-10000.0
"Establecimiento rural","LA MACARENA AL FINAL DEL HUMEDAL","MONTEVIDEO","MONTEVIDEO","CAMINO PAJA BRAVA 1915","091660013","www.alfinaldelhumedal.com","infoalfinaldelhumedal@gmail.com",-56.322736,-34.723456
"Inmobiliaria","PALMAR SUEVIA ADMINISTRACION","MALDONADO","PUNTA DEL ESTE","CALLE 29 N° 532 ENTRE 24 Y 26","42441739","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","CARLOS HUGO COCCARO VISCA","COLONIA","OMBUES DE LAVALLE","25 DE AGOSTO 1185","45762605","S/D","coccaro2007@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","VYT VIAJES Y TURISMO","MONTEVIDEO","MONTEVIDEO","MALDONADO 1741","26281881","www.vyt.com.uy","nicolas.perciavalle@vyt.com.uy",-10000.0,-10000.0
"Agencia de transportes","BUS 90 S.R.L.","MONTEVIDEO","MONTEVIDEO","ASAMBLEA 4716","26963021","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","V Y T VIAJES Y TURISMO","MONTEVIDEO","MONTEVIDEO","ROOSEVELT, HIPERMERCADO DEVOTO","S/D","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","AFIN TRAVEL VIAJES Y TURISMO","MONTEVIDEO","MONTEVIDEO","RIO NEGRO 1370 OFICINA 602","29015509","www.afintravel.com.uy","maria@afintravel.com.uy  --  eperdomo@urutecno.com",-10000.0,-10000.0
"Alojamientos Turísticos","SUEÑO TERMAL","SALTO","TERMAS DEL DAYMAN","RUTA NACIONAL Nº 3, CALLE 9","S/D","S/D","mirel.scotti@hcviajes.com",-10000.0,-10000.0
"Inmobiliaria","EMILIA CAROLINA PEREZ LEPRATTI","COLONIA","NUEVA HELVECIA","GERMAN IMHOF 989","S/D","www.inmobiliariapl.com","S/D",-10000.0,-10000.0
"Inmobiliaria","URUGUAY PROPERTY PARTNERSHIP (U.P.P.)","MALDONADO","PUNTA DEL ESTE","PARADA 36, CHALET ""VALLE ARRIBA""","42228371","www.uruguayproperty.com","S/D",-10000.0,-10000.0
"Agencia de transportes","CHOLO BUS","PAYSANDU","PAYSANDU","AYACUCHO 1184 BIS","47230971","S/D","S/D",-10000.0,-10000.0
"SALAS DE CONVENCION","DANTE IRURTIA","COLONIA","CARMELO","RAMAL RUTA 97, KILOMETRO 2,300","45422323","www.irurtia.com.uy","mirurtia@gmail.com ; contacto@irurtia.com.uy",-58.259447,-33.989746
"Inmobiliaria","LANZA PROPIEDADES S.R.L.","MALDONADO","PUNTA DEL ESTE","GORLERO 947","42441500","www.lanzapropiedades.com","S/D",-10000.0,-10000.0
"Inmobiliaria","THE AGENCY REAL ESTATE","MALDONADO","PUNTA DEL ESTE","AVENIDA SALAZAR ESQUINA EMILIO SADER, PADRON 688, MANZANA 635, LOCAL 00","097766666","www.theagencyprop.com","mariederoij@gmail.com",-55.037615,-34.895541
"Inmobiliaria","ALVAREZ BAEZ INMOBILIARIA Y ESTUDIO JURIDICO","COLONIA","COLONIA DEL SACRAMENTO","SANTIAGO GADEA 470","S/D","alvarezbaezinmobiliaria.com","info@alvarezbaezinmobiliaria.com",-10000.0,-10000.0
"Inmobiliaria","INHOME RENTING SOLUTIONS","MONTEVIDEO","MONTEVIDEO","CARLOS SAEZ 6538","26001747","www.inhome.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","RED TRAVEL","MONTEVIDEO","MONTEVIDEO","JUAN CARLOS GOMEZ 1476 APARTAMENTO 601","29147521","www.redtravel.com.uy","info@redtravel.com.uy",-10000.0,-10000.0
"SALAS DE CONVENCION","HOTEL LA FORET","MALDONADO","PUNTA DEL ESTE","LA FORET S/N Y PIRINEOS","42481004","www.laforet.com.uy","S/D",-10000.0,-10000.0
